names,summary,cusine,price,reviews_count,rating,address,url
Paladar,"Classy, art-decorated restaurant offering Latin American share plates, cocktails & sidewalk tables.",Restaurant,££,752 reviews,4.7,"4-5 London Rd, London SE1 6JZ","https://www.google.com/maps/place/Paladar/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604a341961979:0x24ad261bc8353bc7!8m2!3d51.4981672!4d-0.1043161!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
215 Hackney,"Compact, relaxed cafe serving locally sourced Middle Eastern cuisine, plus coffee & cakes.",Middle Eastern restaurant,Not Available,230 reviews,4.8,"215 Stoke Newington High St, London N16 0LH","https://www.google.com/maps/place/215+Hackney/@51.5633137,-0.1084712,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761db04980a663:0x40a46f3c787ae75!8m2!3d51.5633047!4d-0.0733474!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEZbWlkZGxlX2Vhc3Rlcm5fcmVzdGF1cmFudA"
Dobar,NA,Cafe,Not Available,662 reviews,4.7,"324a Green Lanes, Finsbury Park, London N4 1BX","https://www.google.com/maps/place/Dobar/@51.5633137,-0.1084712,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761bb59862f7d5:0x3bf6c4ef44d1ea94!8m2!3d51.5714395!4d-0.0961635!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEEY2FmZQ"
Aubaine Marylebone,NA,French restaurant,££,367 reviews,4.0,,"https://www.google.com/maps/place/Aubaine+Marylebone/@51.5197206,-0.1873049,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761ad206af8c9d:0x17de4dd0719e99f1!8m2!3d51.5197708!4d-0.1523051!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERZnJlbmNoX3Jlc3RhdXJhbnQ"
Shake Shack Leicester Square,"Hip, counter-serve chain for gourmet takes on fast-food classics like burgers & frozen custard.",Hamburger restaurant,££,"4,299 reviews",4.0,,"https://www.google.com/maps/place/Shake+Shack+Leicester+Square/@51.5197206,-0.1873049,13z/data=!3m1!5s0x487604d233b16cd9:0x68809ac7a54b85e5!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2317b5969:0x555cfccc97ac6969!8m2!3d51.510532!4d-0.1317052!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEUaGFtYnVyZ2VyX3Jlc3RhdXJhbnQ"
Pivaz,NA,Restaurant,££,399 reviews,4.3,"34 Chatsworth Rd, Lower Clapton, London E5 0LP","https://www.google.com/maps/place/Pivaz/@51.5525999,-0.0791972,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761d019d071dc7:0xb810a3ea104aa806!8m2!3d51.5525999!4d-0.0441783!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Bluebird,NA,Modern European restaurant,£££,"2,461 reviews",4.2,,"https://www.google.com/maps/place/Bluebird/@51.4849911,-0.2104903,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876056f8c006eb9:0x4fe7d2b4a9efbf0d!8m2!3d51.4849911!4d-0.1754714!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
The Clove Club,Cutting-edge restaurant and bar for innovative British menu using often-overlooked ingredients.,Modern British restaurant,££££,724 reviews,4.6,"Shoreditch Town Hall, 380 Old St, London EC1V 9LT","https://www.google.com/maps/place/The+Clove+Club/@51.5270972,-0.1143574,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761cba5fa8b191:0x33c7bbe08de9fa81!8m2!3d51.527123!4d-0.0793374!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEZbW9kZXJuX2JyaXRpc2hfcmVzdGF1cmFudA"
Pizza Hut,Family-friendly chain known for its made-to-order pizzas.,Pizza restaurant,££,"2,548 reviews",4.0,"56/59 Strand, London WC2N 5LR","https://www.google.com/maps/place/Pizza+Hut/@51.5094291,-0.1584439,13z/data=!3m1!5s0x487604c954d610a3:0x628fabff9a6cd214!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604c9660ebeef:0xabd9f0998ee7de4b!8m2!3d51.5094291!4d-0.123425!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQcGl6emFfcmVzdGF1cmFudA"
Bancone,Housemade pastas are offered with Prosecco & espresso in a chic setting with 3 dining counters.,Italian restaurant,££,"1,052 reviews",4.5,"39 William IV St, London WC2N 4DD","https://www.google.com/maps/place/Bancone/@51.5094291,-0.1584439,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ce7e57942f:0x2ba07c05296427b!8m2!3d51.5095558!4d-0.1264024!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Ikoyi Restaurant St. James's,Chic space with decor that reflects the cuisine: a modern twist on authentic West African flavours.,Restaurant,££,541 reviews,4.5,"1 St James's Market, St. James's, London SW1Y 4AH","https://www.google.com/maps/place/Ikoyi+Restaurant+St.+James's/@51.5094291,-0.1584439,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d166820d93:0x718867b7c5412382!8m2!3d51.5091333!4d-0.1334778!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Archipelago,"Exotic meats and insect sides in flamboyant restaurant with Buddhas, palms and peacock feathers.",Eclectic restaurant,£££,379 reviews,4.5,"53 Cleveland St, London W1T 4JJ","https://www.google.com/maps/place/Archipelago/@51.5094291,-0.1584439,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b28ff4c92f1:0xcc0da3fd3ada4401!8m2!3d51.52048!4d-0.1388113!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETZWNsZWN0aWNfcmVzdGF1cmFudA"
Di Stefano Coffee,NA,Coffee shop,Not Available,190 reviews,4.7,"28 Hackney Rd, London E2 7PA","https://www.google.com/maps/place/Di+Stefano+Coffee/@51.5094291,-0.1584439,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761d429b535ef5:0xf22b077f117c7c5e!8m2!3d51.5277358!4d-0.0763829!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELY29mZmVlX3Nob3A"
Ô Gourmet Libanais,"A menu featuring traditional Lebanese small & shared plates in a setting with modern, rustic decor.",Lebanese restaurant,Not Available,350 reviews,4.8,"D, Trafalgar House, 38 Juniper Dr, London SW18 1GY","https://www.google.com/maps/place/%C3%94+Gourmet+Libanais/@51.463346,-0.2197239,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760587cb41d833:0x323365ea6a702f43!8m2!3d51.4633514!4d-0.1847419!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETbGViYW5lc2VfcmVzdGF1cmFudA"
Abuelo,"Organic, farm-to-table cafe fare, espresso and coffee cocktails offered in unique, cosy quarters.",Coffee shop,££,566 reviews,4.3,"26 Southampton St, London WC2E 7RS","https://www.google.com/maps/place/Abuelo/@51.5112198,-0.1576241,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cb93c90131:0x77aeed7b9c5bab0e!8m2!3d51.5112851!4d-0.1224849!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELY29mZmVlX3Nob3A"
Shake Shack Covent Garden,"Hip, counter-serve chain for gourmet takes on fast-food classics like burgers & frozen custard.",Hamburger restaurant,££,"3,236 reviews",4.0,"24, Market Building, The Piazza, London WC2E 8RD","https://www.google.com/maps/place/Shake+Shack+Covent+Garden/@51.5112198,-0.1576241,13z/data=!3m1!5s0x487604cb8491eb43:0xde73a0c5aab39775!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b32fb7dce8f:0xde8f5d9ad348994b!8m2!3d51.511818!4d-0.122506!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEUaGFtYnVyZ2VyX3Jlc3RhdXJhbnQ"
The Greenhouse,"Upmarket, traditional French cuisine in a luxurious, discreet setting with a leafy outdoor terrace.",Restaurant,££££,333 reviews,4.5,"27A Hay's Mews, London W1J 5NY","https://www.google.com/maps/place/The+Greenhouse/@51.5112198,-0.1576241,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052ef1a5e865:0xe433b180995c10ec!8m2!3d51.5076362!4d-0.1492617!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Seabird,NA,Restaurant,Not Available,488 reviews,4.4,"14th Floor, South Bank, 40 Blackfriars Rd, London SE1 8NY","https://www.google.com/maps/place/Seabird/@51.5112198,-0.1576241,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760525060f4311:0x312a91d49a936adb!8m2!3d51.5056667!4d-0.1047752!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Far East Restaurant 新界奇华餐厅,NA,Chinese restaurant,Not Available,155 reviews,3.4,"13 Gerrard St, London W1D 5PS","https://www.google.com/maps/place/Far+East+Restaurant+%E6%96%B0%E7%95%8C%E5%A5%87%E5%8D%8E%E9%A4%90%E5%8E%85/@51.5119233,-0.1660461,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d24c1e7bd3:0x7e35e0474d8346db!8m2!3d51.5119233!4d-0.1310272!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
Paladar,"Classy, art-decorated restaurant offering Latin American share plates, cocktails & sidewalk tables.",Restaurant,££,752 reviews,4.7,"4-5 London Rd, London SE1 6JZ","https://www.google.com/maps/place/Paladar/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604a341961979:0x24ad261bc8353bc7!8m2!3d51.4981672!4d-0.1043161!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Plum Valley | 梅花村 | Soho Heated Outdoor Seatings | All Day Dimsum | Morden Chinese Dining | KTV,"Upmarket Cantonese restaurant with slick, dark slate and wood decor, serving extensive dim sum menu.",Chinese restaurant,££,"1,182 reviews",3.8,,"https://www.google.com/maps/place/Plum+Valley+%7C+%E6%A2%85%E8%8A%B1%E6%9D%91+%7C+Soho+Heated+Outdoor+Seatings+%7C+All+Day+Dimsum+%7C+Morden+Chinese+Dining+%7C+KTV/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d25279e7fd:0xb1465b905599326f!8m2!3d51.5116448!4d-0.1318303!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
The Clove Club,Cutting-edge restaurant and bar for innovative British menu using often-overlooked ingredients.,Modern British restaurant,££££,724 reviews,4.6,"Shoreditch Town Hall, 380 Old St, London EC1V 9LT","https://www.google.com/maps/place/The+Clove+Club/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761cba5fa8b191:0x33c7bbe08de9fa81!8m2!3d51.527123!4d-0.0793374!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEZbW9kZXJuX2JyaXRpc2hfcmVzdGF1cmFudA"
Roasting Plant Coffee,NA,Coffee shop,££,527 reviews,4.4,"4 Borough High St, London SE1 9QQ","https://www.google.com/maps/place/Roasting+Plant+Coffee/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487603986e9be933:0x57728417cfc5f8c0!8m2!3d51.506375!4d-0.0885658!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELY29mZmVlX3Nob3A"
Bancone,Housemade pastas are offered with Prosecco & espresso in a chic setting with 3 dining counters.,Italian restaurant,££,"1,052 reviews",4.5,"39 William IV St, London WC2N 4DD","https://www.google.com/maps/place/Bancone/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ce7e57942f:0x2ba07c05296427b!8m2!3d51.5095558!4d-0.1264024!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Ikoyi Restaurant St. James's,Chic space with decor that reflects the cuisine: a modern twist on authentic West African flavours.,Restaurant,££,541 reviews,4.5,"1 St James's Market, St. James's, London SW1Y 4AH","https://www.google.com/maps/place/Ikoyi+Restaurant+St.+James's/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d166820d93:0x718867b7c5412382!8m2!3d51.5091333!4d-0.1334778!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Archipelago,"Exotic meats and insect sides in flamboyant restaurant with Buddhas, palms and peacock feathers.",Eclectic restaurant,£££,379 reviews,4.5,"53 Cleveland St, London W1T 4JJ","https://www.google.com/maps/place/Archipelago/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b28ff4c92f1:0xcc0da3fd3ada4401!8m2!3d51.52048!4d-0.1388113!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETZWNsZWN0aWNfcmVzdGF1cmFudA"
The Greenhouse,"Upmarket, traditional French cuisine in a luxurious, discreet setting with a leafy outdoor terrace.",Restaurant,££££,333 reviews,4.5,"27A Hay's Mews, London W1J 5NY","https://www.google.com/maps/place/The+Greenhouse/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052ef1a5e865:0xe433b180995c10ec!8m2!3d51.5076362!4d-0.1492617!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Caffè Concerto Piccadilly,"Elegant Italian chain with a menu of mains, traditional dishes, salads and baked items.",Italian restaurant,££,"1,117 reviews",3.4,"29-31 Piccadilly, London W1J 0LF","https://www.google.com/maps/place/Caff%C3%A8+Concerto+Piccadilly/@51.4981401,-0.1393879,13z/data=!3m1!5s0x487604d69f731b91:0xce5791168088f041!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d420775997:0x642a506e2230d7f4!8m2!3d51.5092568!4d-0.1368308!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Seabird,NA,Restaurant,Not Available,488 reviews,4.4,,"https://www.google.com/maps/place/Seabird/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760525060f4311:0x312a91d49a936adb!8m2!3d51.5056667!4d-0.1047752!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Barrafina,NA,Tapas restaurant,£££,979 reviews,4.5,,"https://www.google.com/maps/place/Barrafina/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ce86785007:0xe19bad1ab115873a!8m2!3d51.5094114!4d-0.1257536!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQdGFwYXNfcmVzdGF1cmFudA"
Moro,"Creative North African & Spanish dishes, plus all-day tapas in a smart space with a relaxed vibe.",Spanish restaurant,£££,851 reviews,4.5,"34-36 Exmouth Market, London EC1R 4QE","https://www.google.com/maps/place/Moro/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b458234a1f7:0xdcf815e176917b55!8m2!3d51.5258809!4d-0.1089987!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESc3BhbmlzaF9yZXN0YXVyYW50"
40 Maltby Street,"Artisanal foodstuffs, baked goods, fresh meats and vegetables on offer from bustling market stalls.",Wine bar,££,335 reviews,4.7,"40 Maltby St, London SE1 3PA","https://www.google.com/maps/place/40+Maltby+Street/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487603415a6b5673:0xd37b79cac69f3fb5!8m2!3d51.4996209!4d-0.0760364!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEId2luZV9iYXI"
Happy London,"International dishes, sushi & cocktails served in a relaxed grill & bar with booth seating.",Modern European restaurant,Not Available,"1,013 reviews",4.4,"25-29 Coventry St, London W1D 7AG","https://www.google.com/maps/place/Happy+London/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605450b184bfb:0xc4f69bdc2f0263db!8m2!3d51.5101534!4d-0.1324234!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Murano,NA,Italian restaurant,££££,468 reviews,4.6,,"https://www.google.com/maps/place/Murano/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052ed152494d:0x5ec0f4498cc76400!8m2!3d51.5071387!4d-0.1471746!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
The Ivy,Long-standing celebrity haunt in art deco surrounds for Modern British food and a pre-theatre menu.,British restaurant,£££,"2,323 reviews",4.5,"1-5 West St, London WC2H 9NQ","https://www.google.com/maps/place/The+Ivy/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cd73cacb55:0xf70e3382d1ea5dc9!8m2!3d51.5128603!4d-0.128045!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESYnJpdGlzaF9yZXN0YXVyYW50"
Cicchetti,"A seasonal menu of Italian small plates, served in a sleek modern dining room with marble tables.",Italian restaurant,£££,"2,228 reviews",4.4,"215 Piccadilly, St. James's, London W1J 9HL","https://www.google.com/maps/place/Cicchetti/@51.4981401,-0.1393879,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d6ab463b4f:0xab4e014eb5e6125d!8m2!3d51.5094927!4d-0.1350617!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Cicchetti,"A seasonal menu of Italian small plates, served in a sleek modern dining room with marble tables.",Italian restaurant,£££,"2,228 reviews",4.4,"215 Piccadilly, St. James's, London W1J 9HL","https://www.google.com/maps/place/Cicchetti/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d6ab463b4f:0xab4e014eb5e6125d!8m2!3d51.5094927!4d-0.1350617!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Spring,NA,Modern European restaurant,£££,311 reviews,4.6,,"https://www.google.com/maps/place/Spring/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ca132e7fc3:0x338742356bf710f6!8m2!3d51.510983!4d-0.1183386!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
The Northall,NA,European restaurant,Not Available,252 reviews,4.5,,"https://www.google.com/maps/place/The+Northall/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cf2561c17f:0x453b76536ae717ef!8m2!3d51.506692!4d-0.124057!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETZXVyb3BlYW5fcmVzdGF1cmFudA"
Inamo Covent Garden,NA,Asian fusion restaurant,££,"2,995 reviews",4.1,,"https://www.google.com/maps/place/Inamo+Covent+Garden/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cb61a1f7cb:0x4bb5586e5505c808!8m2!3d51.5133859!4d-0.1231552!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEXYXNpYW5fZnVzaW9uX3Jlc3RhdXJhbnQ"
Joy Luck Restaurant,NA,Chinese restaurant,Not Available,210 reviews,3.7,"47 Gerrard St, London W1D 5QJ","https://www.google.com/maps/place/Joy+Luck+Restaurant/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d26339aaab:0x2470c0e2885146f4!8m2!3d51.5121178!4d-0.1299556!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
Clos Maggiore,"Modern French restaurant with notable wine list, flower-filled conservatory and log fire.",Modern European restaurant,£££,"1,402 reviews",4.5,"33 King St, London WC2E 8JD","https://www.google.com/maps/place/Clos+Maggiore/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc5d576815:0x2e9c0de5854aa090!8m2!3d51.5116945!4d-0.1247301!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Barrafina,"Cosy, diner-style tapas bar with stools for Spanish small plates, served with sherry, cava and more.",Tapas restaurant,£££,"1,885 reviews",4.5,"26-27 Dean St, London W1D 3LL","https://www.google.com/maps/place/Barrafina/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2dc29e6a9:0xc52f51ca234cd897!8m2!3d51.51411!4d-0.1326671!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQdGFwYXNfcmVzdGF1cmFudA"
The Palomar,Modern fare from Jerusalem meets a variety of international influences in mosaic and wood surrounds.,Middle Eastern restaurant,££,"1,461 reviews",4.6,"34 Rupert St, London W1D 6DN","https://www.google.com/maps/place/The+Palomar/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3b707b0df:0x5075b2ec663d560d!8m2!3d51.5112201!4d-0.1327198!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEZbWlkZGxlX2Vhc3Rlcm5fcmVzdGF1cmFudA"
Trivet,Fat Duck alumni dish out complex dishes & interesting wines in a welcoming retro-modern space.,Restaurant,Not Available,136 reviews,4.7,"36 Snowsfields, London SE1 3SU","https://www.google.com/maps/place/Trivet/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487603d4b0129985:0x3832ab9ded5962c0!8m2!3d51.5021983!4d-0.0846719!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Le Gavroche,Michel Roux Jr.'s famous fine-dining restaurant offering luxe French food and impeccable service,French haute cuisine restaurant,££££,870 reviews,4.7,"43 Upper Brook St, London W1K 7QR","https://www.google.com/maps/place/Le+Gavroche/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760454dfb7f8ed:0xc81d8b3fcda009ba!8m2!3d51.5112874!4d-0.1551708!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEXaGF1dGVfZnJlbmNoX3Jlc3RhdXJhbnQ"
